Empresa,Complejo,planta,tag,servicio,tipo,fluido_c,temp_diseno_c,temp_entrada_c,temp_salida_c,flujo_total_c,flujo_entrada_vaporc,flujo_salida_vaporc,flujo_entrada_liquidoc,flujo_salida_liquidoc,cambio_fase,presion_diseno,presion_entrada_c,caida_carcasa_max_c,caida_carcasa_min_c,,fouling_carcasa,fluido_t,temperatura_diseno_t,temp_entrada_t,temp_salida_t,flujo_total_t,flujo_entrada_vaport,flujo_salida_vaport,flujo_entrada_liquidot,flujo_salida_liquidot,cambio_faset,presion_diseno_t,presion_entrada_t,caida_presion_max_t,caida_presion_min_t,,fouling_t,,q,mtd_c,area_total,n_tubos,long_tubos,od_tubos,id_carcasa,mat_carcasa,mat_tubo,conexiones_entrada_t,conexiones_salida_t,conexiones_entrada_c,conexiones_salida_c,tipo_tubo,pitch,fabricante,criticidad,corrosion_carcasa,corrosion_tubo,arreglo_serie,arreglo_paralelo,pasos_tubo,paso_carcasa,tema,cp_entrada_vapor_t,cp_salida_vapor_t,cp_entrada_liquido_t,cp_salida_liquido_t,cp_entrada_vapor_c,cp_salida_vapor_c,cp_entrada_liquido_c,cp_salida_liquido_c
,AMC,FERTILIZANTES: AMONIACO,40-E-7 B,Enfriador de MEA,TUBO/CARCASA,Soluci�n pobre de MEA al 20%,93,,,,,,,,,3.45312,,,,,,,93,,,,,,,,,5.16987,,,,,,,,,730.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-9 A 1.2,Intercambiador de calor de MEA,TUBO/CARCASA,Soluci�n pobre de MEA al 20%,132,,,,,,,,,3.4335,,,,,,,107,,,,,,,,,29.3319,,,,,,,,,674.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-9 B 1.2,Intercambiador de calor de MEA,TUBO/CARCASA,Soluci�n pobre de MEA al 20%,132,,,,,,,,,3.4335,,,,,,,107,,,,,,,,,29.3319,,,,,,,,,674.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-10 A,Rehervidor de MEA,TUBO/CARCASA,Gas de proceso,129.4,,,,,,,,,29.7243,,,,,,,149,,,,,,,,,3.4335,,,,,,,,,278.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-10 B,Rehervidor de MEA,TUBO/CARCASA,Gas de proceso,129.4,,,,,,,,,29.7243,,,,,,,149,,,,,,,,,3.4335,,,,,,,,,278.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-11 ,Condensador de gas de purga,TUBO/CARCASA,Amon�aco,-8,,,,,,,,,19.0314,,,,,,,66,,,,,,,,,166.77,,,,,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-12-1.2,Postenfriador de Amon�aco,TUBO/CARCASA,Amon�aco,135,,,,,,,,,19.3257,,,,,,,66,,,,,,,,,5.1993,,,,,,,,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-13 A,Condensador secundario de Amon�aco ,TUBO/CARCASA,Amon�aco,-19,,,,,,,,,17.2656,,,,,,,-11,,,,,,,,,175.9914,,,,,,,,,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-13 B,Condensador secundario de Amon�aco ,TUBO/CARCASA,Amon�aco,-19,,,,,,,,,17.2656,,,,,,,-11,,,,,,,,,175.9914,,,,,,,,,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-14-1.2.3.4.5,Condensador refrigerante de Amon�aco ,TUBO/CARCASA,Amon�aco ,66,,,,,,,,,17.2656,,,,,,,66,,,,,,,,,5.1993,,,,,,,,,3056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-17,Enfriador de agua amoniacal,TUBO/CARCASA,Agua amoniacal,66,,,,,,,,,25.8003,,,,,,,66,,,,,,,,,5.1993,,,,,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-18,Condensador de reflujo,TUBO/CARCASA,Amon�aco ,66,,,,,,,,,17.2656,,,,,,,66,,,,,,,,,5.1993,,,,,,,,,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-19,Enfriador de Condensado,TUBO/CARCASA,Condensado,218,,,,,,,,,17.2656,,,,,,,66,,,,,,,,,5.1993,,,,,,,,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-20-1.2.3.4,Intercambiador de calor del circuito de amon�aco ,TUBO/CARCASA,NH3 Gas de s�ntesis ,66,,,,,,,,,175.7952,,,,,,,66,,,,,,,,,175.7952,,,,,,,,,1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-21,Unidad de redestilaci�n ,TUBO/CARCASA,MEA,232,,,,,,,,,3.4335,,,,,,,232,,,,,,,,,10.3986,,,,,,,,,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-25-1.2,Intercambiador de calor del convertidor,TUBO/CARCASA,Gas de proceso,343,,,,,,,,,28.2528,,,,,,,454,,,,,,,,,31.0977,,,,,,,,,127.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-26A-1.2,Rehervidor de MEA,TUBO/CARCASA,Vapor,177,,,,,,,,,5.1993,,,,,,,149,,,,,,,,,3.4335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-26B-1.2,Rehervidor de MEA,TUBO/CARCASA,Vapor,177,,,,,,,,,5.1993,,,,,,,149,,,,,,,,,3.4335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-28,Precalentador de agua de alimentaci�n a calderas,TUBO/CARCASA,Gas de proceso,204,,,,,,,,,30.411,,,,,,,182,,,,,,,,,47.9709,,,,,,,,,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-46,Enfriador de condensado,TUBO/CARCASA,Condensado,177,,,,,,,,,6.89643,,,,,,,66,,,,,,,,,5.1993,,,,,,,,,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-48,Rehervidor del despojador ,TUBO/CARCASA,Vapor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-22,Condensador de superficie,TUBO/CARCASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-23,Condensador de superficie,TUBO/CARCASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,FERTILIZANTES: AMONIACO,40-E-24,Condensador de superficie,TUBO/CARCASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,SERVICIOS INDUSTRIALES AMC,3E-07,Precalentador de agua,TUBO/CARCASA,Agua de alimentaci�n,,,,179882.941,9354.4354,8850.4943,,,,,8.1564,,,,,,,,,,,,,,,,23.1113,,,,,,,,120.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMC,SERVICIOS INDUSTRIALES AMC,3E-08,Precalentador de agua,TUBO/CARCASA,Agua de alimentaci�n,,,,179882.941,8850.4943,,,,,,14.7616,,,,,,,,,,,,,,,,72.3949,,,,,,,,94.4823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
